synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
14813182,a very fine-grained soil that is plastic when moist but hard when fired,"[""clay""]","[""arcilla""]","[""クレイ"", ""クレー"", ""埴"", ""粘"", ""粘土""]","[""argile""]","[""argila"", ""greda""]","[""argilla"", ""creta""]","[""glinka""]","[""粘土"", ""黏土""]","[""tanah_liat""]"
14814616,fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period,"[""coal""]","[""carbón""]","[""煤炭"", ""石炭"", ""黒ダイヤ""]","[""charbon"", ""houille""]","[""Carvão"", ""Carvão_Mineral"", ""carvão"", ""carvão_mineral"", ""hulha""]","[""carbone""]","[""węgiel""]","[""煤"", ""煤炭""]","[""batu_arang""]"
14818238,(chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight,"[""compound"", ""chemical_compound""]","[""compuesto"", ""compuesto_químico""]","[""化合物""]","[""composé"", ""composé_chimique""]","[""Composto_químico"", ""Compostos_químicos"", ""composto_químico"", ""substância_química""]","[""composto""]","[""związek"", ""związek_chemiczny""]","[""化合物""]","[""campuran""]"
14821043,a substance that readily conducts e.g. electricity and heat,"[""conductor""]","[""conductor""]","[""伝導体"", ""導体"", ""導電体""]","[""chef_d'orchestre"", ""conducteur""]","[""condutor""]","[""conduttore""]","[""przewodnik""]","[""导体""]","[""konduktor""]"
14839846,fine powdery material such as dry earth or pollen that can be blown about in the air,"[""dust""]","[""polvo""]","[""ほこり"", ""ダスト"", ""土埃"", ""埃"", ""塵埃""]","[""poussière""]","[""poeira"", ""poeiras"", ""pó""]","[""polvere""]","[""proch"", ""pył""]","[""尘"", ""尘土"", ""尘埃"", ""灰"", ""灰尘""]","[""debu"", ""habuk""]"
14841267,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,"[""air""]","[""aire""]","[""エアー"", ""空気""]","[""air""]","[""ar""]","[""aria""]","[""powietrze""]","[""大气"", ""空气""]","[""udara""]"
14844693,the part of the earth's surface consisting of humus and disintegrated rock,"[""soil"", ""dirt""]","[""suelo"", ""tierra""]","[""土"", ""土地"", ""土壌"", ""土性"", ""地""]","[""sol"", ""terre""]","[""Solo"", ""solo"", ""terra""]","[""terra"", ""terreno"", ""terriccio""]","[""gleba"", ""grunt"", ""podłoże"", ""ziemia""]","[""土"", ""土地"", ""土壤"", ""泥土""]","[""bumi"", ""tanah""]"
14855724,liquid excretory product,"[""urine"", ""piss"", ""pee"", ""piddle"", ""weewee""]","[""meado"", ""orina"", ""orines"", ""orín"", ""pipí""]","[""いばり"", ""おしっこ"", ""しし"", ""しっこ"", ""小便""]","[""eau"", ""pipi"", ""urine""]","[""Urina"", ""pipi"", ""urina"", ""xixi""]","[""orina"", ""urina""]","[""mocz"", ""uryna""]","[""小便"", ""尿""]","[""air_kencing"", ""kencing"", ""urine""]"
14864360,a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides),"[""fat""]","[""grasa""]","[""あぶら身"", ""油脂"", ""脂"", ""脂肪"", ""脂身""]","[""graisse"", ""gras"", ""matière_grasse""]","[""gordura"", ""lípidos"", ""tecido_adiposo""]","[""grasso""]","[""tłuszcz""]","[""油脂"", ""脂"", ""脂肪""]","[""gemuk"", ""lemak"", ""minyak""]"
14866889,a slender and greatly elongated substance capable of being spun into yarn,"[""fiber"", ""fibre""]","[""fibra"", ""fibra_textil""]","[""ファイバ"", ""ファイバー"", ""繊維"", ""衣料繊維""]","[""fibre""]","[""fibra"", ""fibras"", ""thread""]","[""fibra"", ""filamento""]","[""włókienko"", ""włókno""]","[""天然纤维"", ""纤维""]","[""fiber"", ""gentian"", ""sabut"", ""serabut"", ""serat""]"
14881303,a brittle transparent solid with irregular atomic structure,"[""glass""]","[""vidrio""]","[""はり"", ""ガラス"", ""ガラース"", ""ギヤマン"", ""ビードロ""]","[""verre""]","[""vidro""]","[""vetro""]","[""szkło""]","[""玻璃""]","[""gelas"", ""kaca""]"
14956325,water soaked soil; soft wet earth,"[""mud"", ""clay""]","[""barro""]","[""汚泥"", ""泥"", ""泥んこ"", ""泥土""]","[""argile"", ""boue""]","[""Lama"", ""lama""]","[""fango""]","[""błoto""]","[""泥"", ""泥土"", ""泥浆"", ""粘土""]","[""geluh"", ""lempung"", ""lumpur"", ""selut"", ""tanah_liat""]"
14966667,a slippery or viscous liquid or liquefiable substance not miscible with water,"[""oil""]","[""aceite""]","[""オイル"", ""油"", ""油分"", ""油類""]","[""huile""]","[""petróleo"", ""óleo""]","[""olio""]","[""olej""]","[""油"", ""油性物"", ""油状物""]","[""lisah"", ""minyak""]"
14974264,a material made of cellulose pulp derived mainly from wood or rags or certain grasses,"[""paper""]","[""papel""]","[""ペーパー"", ""地紙"", ""懐紙"", ""新紙"", ""横紙""]","[""papier""]","[""Papel"", ""carta"", ""papel""]","[""carta""]","[""papier""]","[""纸""]","[""kertas""]"
14997012,a solid substance in the form of tiny loose particles; a solid that has been pulverized,"[""powder"", ""pulverization"", ""pulverisation""]","[""polvo""]","[""パウダー"", ""粉"", ""粉体"", ""粉末"", ""細末""]","[""poudre""]","[""pó""]","[""polvere""]","[""proch"", ""proszek""]","[""粉"", ""粉末"", ""细粉""]","[""serbuk"", ""tepung""]"
15019030,a loose material consisting of grains of rock or coral,"[""sand""]","[""arena""]","[""サンド"", ""沙"", ""沙子"", ""真砂"", ""砂""]","[""sable""]","[""areia"", ""areias""]","[""arena"", ""rena"", ""sabbia""]","[""piach"", ""piasek""]","[""沙"", ""沙子"", ""砂""]","[""pasir""]"
15027189,"any of a large variety of proteins normally present in the body or produced in response to an antigen which it neutralizes, thus producing an immune response","[""antibody""]","[""anticuerpo""]","[""アンチボディー"", ""免疫体"", ""抗体""]","[""anticorps""]","[""Anticorpos"", ""anticorpo"", ""anticorpos"", ""imunoglobulina""]","[""anticorpo""]","[""antyciało"", ""immunoglobulina"", ""przeciwciało""]","[""抗体"", ""抗体物质""]","[""antibodi""]"
15089258,any of a group of organic substances essential in small quantities to normal metabolism,"[""vitamin""]","[""vitamina""]","[""ビタミン"", ""ヴィタミン""]","[""vitamine""]","[""Vitaminas"", ""vitamina"", ""vitaminas""]","[""vitamina""]","[""witamina""]","[""维他命"", ""维生素""]","[""multivitamin"", ""vitamin"", ""zat_makanan""]"
15098161,the hard fibrous lignified substance under the bark of trees,"[""wood""]","[""madera""]","[""ウッド"", ""木材"", ""材"", ""材木"", ""白木""]","[""bois""]","[""madeira""]","[""legno""]","[""drewno"", ""drzewo"", ""surowiec_drzewny""]","[""木"", ""木头"", ""木料"", ""木材""]","[""kayu""]"
15113229,an amount of time,"[""time_period"", ""period_of_time"", ""period""]","[""etapa"", ""periodo"", ""período""]","[""スパン"", ""ピリオッド"", ""ピリオド"", ""会期"", ""年代""]","[""durée"", ""période"", ""temps""]","[""etapa"", ""período"", ""tempo""]","[""periodo"", ""tratto""]","[""czas"", ""moment"", ""okres"", ""period"", ""pora""]","[""一段时间"", ""时代"", ""时期"", ""期"", ""期间""]","[""Rentang_Waktu"", ""masa"", ""musim"", ""tempoh"", ""zaman""]"
15119536,the period of time that is happening now; any continuous stretch of time including the moment of speech,"[""present"", ""nowadays""]","[""actualidad"", ""presente""]","[""今"", ""今どき"", ""今日"", ""今日このごろ"", ""今日日""]","[""présent""]","[""Hoje"", ""actualidade"", ""hoje""]","[""presente""]","[""dzisiejszość"", ""teraźniejszość"", ""współczesność""]","[""当今"", ""现在"", ""目前""]","[""masa_kini"", ""sekarang""]"
15121625,the time yet to come,"[""future"", ""hereafter"", ""futurity"", ""time_to_come""]","[""futuro"", ""porvenir""]","[""お先"", ""この先"", ""この後"", ""フューチャー"", ""今後""]","[""avenir"", ""futur""]","[""futuro"", ""vindouro""]","[""a_venire"", ""avvenire"", ""domani"", ""futuro""]","[""następność"", ""przyszłość""]","[""今后"", ""以后"", ""将来"", ""未来""]","[""bakal"", ""futur"", ""hari_depan"", ""hari_esok"", ""kadim""]"
15129927,a reading of a point in time as given by a clock,"[""clock_time"", ""time""]","[""hora""]","[""刻限"", ""時"", ""時刻"", ""時間""]","[""heure""]","[""hora""]","[""ora""]","[""czas""]","[""时候"", ""时刻"", ""时钟时间"", ""时间""]","[""jam"", ""masa"", ""pukul"", ""waktu""]"
15137890,leisure time away from work devoted to rest or pleasure,"[""vacation"", ""holiday""]","[""vacaciones""]","[""お休み"", ""ドンタク"", ""バカンス"", ""バケイション"", ""バケーション""]","[""congé"", ""vacance"", ""vacances""]","[""dia_de_folga"", ""feria"", ""féria"", ""férias"", ""sueto""]","[""feria"", ""ferie"", ""vacanza"", ""villeggiatura""]","[""wywczasy""]","[""休假"", ""休息日"", ""假日"", ""假期""]","[""cuti"", ""libur"", ""liburan""]"
15153787,a late time of life,"[""old_age"", ""years"", ""age"", ""eld"", ""geezerhood""]","[""edad"", ""vejez""]","[""年"", ""老い"", ""老いらく"", ""老年"", ""老年期""]","[""troisième_âge"", ""vieillesse"", ""âge""]","[""ano"", ""idade"", ""velhice""]","[""senilità"", ""terza_età"", ""vecchiaia"", ""vecchiezza""]","[""podeszły_wiek"", ""starość""]","[""年老"", ""晚年"", ""老年"", ""老迈""]","[""masa_tua"", ""orang_tua""]"
15155220,time for Earth to make a complete rotation on its axis,"[""day"", ""twenty-four_hours"", ""twenty-four_hour_period"", ""24-hour_interval"", ""solar_day""]","[""día""]","[""一日"", ""太陽日"", ""平均太陽日"", ""日""]","[""jour""]","[""dia""]","[""giorno"", ""ventiquattr'ore""]","[""doba"", ""dwadzieścia_cztery_godziny"", ""dzień"", ""dzień_i_noc""]","[""24小时"", ""一昼夜"", ""天"", ""太阳日"", ""平均太阳日""]","[""hari""]"
15159583,the specified day of the month,"[""date"", ""day_of_the_month""]","[""fecha""]","[""日"", ""日づけ"", ""日にち"", ""日付"", ""日付け""]","[""date""]","[""data"", ""dia""]","[""data""]","[""data"", ""termin""]","[""日子"", ""日期"", ""月份中特定的一天""]","[""datum"", ""hari"", ""hari_bulan"", ""tanggal"", ""tarikh""]"
15163797,first day of the week; observed as a day of rest and worship by most Christians,"[""Sunday"", ""Lord's_Day"", ""Dominicus"", ""Sun""]","[""domingo""]","[""主日"", ""日"", ""日曜"", ""日曜日""]","[""Dimanche"", ""Soleil"", ""Un"", ""dimanche"", ""soleil""]","[""domingo""]","[""domenica""]","[""niedziela""]","[""周日"", ""星期天"", ""星期日"", ""朝圣日"", ""礼拜天""]","[""Ahad"", ""Min"", ""Minggu"", ""minggu""]"
15164957,the time after sunrise and before sunset while it is light outside,"[""day"", ""daytime"", ""daylight""]","[""día"", ""jornada""]","[""日なか"", ""日の中"", ""日中"", ""日脚"", ""日足""]","[""jour"", ""journée""]","[""dia"", ""jornada""]","[""dì"", ""giornata"", ""giorno""]","[""dzień""]","[""日间"", ""白天"", ""白昼""]","[""cerah"", ""hari"", ""petang_hari"", ""siang"", ""siang_hari""]"
15165289,the time period between dawn and noon,"[""morning"", ""morn"", ""morning_time"", ""forenoon""]","[""mañana""]","[""モーニング"", ""午前"", ""昼まえ"", ""昼前"", ""朝""]","[""avant-midi"", ""matin"", ""matinée""]","[""madrugada"", ""manhã""]","[""mattina"", ""mattinata"", ""mattino""]","[""rano""]","[""上午"", ""午前"", ""拂晓"", ""早上"", ""早晨""]","[""pagi""]"
15166191,the part of the day between noon and evening,"[""afternoon""]","[""tarde""]","[""アフタヌーン"", ""午下"", ""午後"", ""昼"", ""昼過ぎ""]","[""après-midi""]","[""Tarde"", ""tarde""]","[""pomeriggio""]","[""popołudnie""]","[""下午"", ""午后""]","[""asar"", ""petang"", ""petang_hari"", ""sore"", ""tengah_hari""]"
15166462,the latter part of the day (the period of decreasing daylight from late afternoon until nightfall),"[""evening"", ""eve"", ""even"", ""eventide""]","[""anochecer"", ""atardecer"", ""noche""]","[""イブニング"", ""入り相"", ""入相"", ""夕"", ""夕ぐれ""]","[""soir"", ""soirée""]","[""anoitecer"", ""fim_de_tarde"", ""noite"", ""tarde"", ""véspera""]","[""sera""]","[""wieczór"", ""zmierzch"", ""zmrok""]","[""傍晚"", ""晚上"", ""薄暮"", ""黄昏""]","[""malam"", ""petang"", ""senja""]"
15167027,the time after sunset and before sunrise while it is dark outside,"[""night"", ""nighttime"", ""dark""]","[""noche""]","[""ナイト"", ""夜"", ""夜中"", ""夜分"", ""夜半""]","[""nuit"", ""obscurité"", ""sombre""]","[""fim_de_tarde"", ""noitada"", ""noite"", ""tarde""]","[""buio"", ""notte""]","[""noc""]","[""夜"", ""夜晚"", ""夜里"", ""夜间"", ""晚上""]","[""malam""]"
15170504,a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday,"[""weekend""]","[""fin_de_semana""]","[""ウィークエンド"", ""ウイークエンド"", ""土日"", ""週末""]","[""fin_de_semaine"", ""week-end""]","[""Fim_de_Semana"", ""Fim-de-semana"", ""fim_de_semana"", ""final_de_semana""]","[""fine_settimana"", ""week-end"", ""weekend""]","[""weekend""]","[""周末""]","[""akhir_minggu"", ""akhir_pekan""]"
15183428,a day on which work is suspended by law or custom,"[""holiday""]","[""día_festivo""]","[""お休み"", ""ドンタク"", ""ホリデイ"", ""ホリデー"", ""休み""]","[""congé"", ""fête"", ""jet"", ""vacance""]","[""Datas_comemorativas"", ""Efeméride""]","[""festa"", ""giorno_di_vacanza""]","[""święto""]","[""假日"", ""公休日"", ""节日""]","[""cuti"", ""hari_libur""]"
15203791,a period of time containing 365 (or 366) days,"[""year"", ""twelvemonth"", ""yr""]","[""año""]","[""一年"", ""年"", ""年中"", ""年度"", ""年次""]","[""an"", ""année""]","[""ano""]","[""anno""]","[""rok""]","[""一年"", ""十二个月"", ""年""]","[""tahun""]"
15204983,a period of 10 years,"[""decade"", ""decennary"", ""decennium""]","[""decada"", ""decenio"", ""década""]","[""十年"", ""十年間""]","[""dizaine"", ""décennie""]","[""Decada"", ""Década"", ""Décadas"", ""decênio"", ""década""]","[""decade"", ""decennio""]","[""dekada"", ""dziesięciolecie""]","[""十年"", ""十年期"", ""十年间""]","[""dasawarsa"", ""dekade""]"
15205532,a period of 100 years,"[""century""]","[""siglo""]","[""センチュリー"", ""世紀""]","[""siècle""]","[""Século"", ""Séculos"", ""centúria"", ""século""]","[""centennio"", ""secolo""]","[""stulecie"", ""wiek""]","[""世纪"", ""百年""]","[""abad"", ""berabad-abad"", ""kurun""]"
15209413,one of the twelve divisions of the calendar year,"[""calendar_month"", ""month""]","[""mes"", ""mes_de_calendario""]","[""暦月"", ""月""]","[""mois""]","[""lua"", ""mês""]","[""mese"", ""mese_civile""]","[""m-c"", ""miesiąc""]","[""月"", ""月份""]","[""bulan""]"
15210870,the month following February and preceding April,"[""March"", ""Mar""]","[""marzo""]","[""三月""]","[""Mars"", ""mars""]","[""Março"", ""março""]","[""marzo""]","[""marzec""]","[""3月"", ""三月""]","[""Mar"", ""Maret"", ""maret""]"
15228378,clock time,"[""hour"", ""time_of_day""]","[""hora"", ""hora_del_día""]","[""刻限"", ""時刻"", ""時剋"", ""時間""]","[""heure""]","[""hora""]","[""ora""]","[""pora""]","[""时钟时间"", ""点钟""]","[""jam"", ""masa"", ""pukul"", ""waktu""]"
15234764,a unit of time equal to 60 seconds or 1/60th of an hour,"[""minute"", ""min""]","[""minuto""]","[""min"", ""分""]","[""min"", ""minute""]","[""minuto""]","[""minuto"", ""minuto_primo"", ""primo""]","[""minuta""]","[""分"", ""分钟""]","[""menit""]"
15235126,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites,"[""second"", ""sec"", ""s""]","[""s"", ""segundo""]","[""セカンド"", ""セコンド"", ""秒""]","[""s"", ""seconde""]","[""segundo""]","[""s"", ""secondo""]","[""s"", ""sekunda""]","[""秒"", ""秒钟""]","[""detik"", ""ketika"", ""saat""]"
